IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_SORT;IE_TAGS;IP_PROP58;IP_PROP57;IP_PROP59;IC_GROUP0;IC_GROUP1;IC_GROUP2
7609;О проекте федерального закона № 1143824-7 «О внесении изменений в статьи 37 и 51 Федерального закона «О концессионных соглашениях»;7609;Y;23.04.2021 08:13:00;;;;text;;;text;;500;;23.04.2021;946 ВХ-III;/upload/iblock/69c/2o3upf4b2ju0klz374dd19gj6uis1vpv/№ 946 ПВХ-III от 23.04.2021г.pdf;;;
7610;О проекте федерального закона № 1134454-7 «О внесении изменений в Кодекс Российской Федерации об административных правонарушениях в части установления ответственности за нарушение порядка представления информации в систему контроля за формированием и испо;7610;Y;23.04.2021 08:13:00;;;;text;;;text;;500;;23.04.2021;947 ВХ-III;/upload/iblock/843/trijli0lwweawde384febmkf5npvqdrp/№ 947 ПВХ-III от 23.04.2021г.pdf;;;
7611;О проекте федерального закона № 1133062-7 «О внесении изменений  в Лесной кодекс Российской Федерации в части совершенствования воспроизводства лесов и лесоразведения»;7611;Y;23.04.2021 08:13:00;;;;text;;;text;;500;;23.04.2021;948 ВХ-III;/upload/iblock/24f/ca1q75fju4c5hx1vyx80whasub01ntm8/№ 948 ПВХ-III от 23.04.2021г.pdf;;;
7612;О проекте федерального закона № 1126423-7 «О внесении изменений в Лесной кодекс Российской Федерации (в части исключения граждан, осуществляющих заготовку древесины для собственных нужд, от предоставления отчета об использовании лесов)»;7612;Y;23.04.2021 08:13:00;;;;text;;;text;;500;;23.04.2021;949 ВХ-III;/upload/iblock/e16/gn5yilg1erky34qq4xe8xosyzozv11jf/№ 949 ПВХ-III от 23.04.2021г.pdf;;;
7613;О проекте федерального закона № 1147176-7 «О внесении изменений в Лесной кодекс Российской Федерации и статьи 14 и 16 Федерального закона «Об общих принципах организации местного самоуправления в Российской Федерации»;7613;Y;23.04.2021 08:13:00;;;;text;;;text;;500;;23.04.2021;950 ВХ-III;/upload/iblock/c60/66g5cmm1wo0fg3v0njv0pd8ehyw03mdl/№ 950 ПВХ-III от 23.04.2021г.pdf;;;
7614;О докладеУполномоченного по правам человека в Республике Тыва «Особлюдении прав и свобод человека и гражданина в Республике Тыва в 2020 году. О деятельности Уполномоченного по правам человека в Республике Тыва и его Аппарата в 2020 году»;7614;Y;23.04.2021 08:13:00;;;;text;;;text;;500;;23.04.2021;951 ВХ-III;/upload/iblock/096/nir6ep8n74ru2awnxk8zydkjq15a8lpn/№ 951 ПВХ-III от 23.04.2021г.pdf;;;
7615;О докладе Уполномоченного по защите прав предпринимателей в Республике Тыва о результатах деятельности за 2020 год;7615;Y;23.04.2021 08:13:00;;;;text;;;text;;500;;23.04.2021;952 ВХ-III;/upload/iblock/694/nge6r9cctsp0vee4v6c2a8p6ttuqmyz8/№ 952 ПВХ-III от 23.04.2021г.pdf;;;
7678;О проекте конституционного закона Республики Тыва «О внесении изменений в статьи 6 и 9 Конституционного закона Республики Тыва «О мировых судьях в Республике Тыва»;7678;Y;26.05.2021 13:43:00;;;;text;;;text;;500;;26.05.2021;953 ПВХ -III;/upload/iblock/e14/ko23230ln6e6grw9ucbbztww0f1wx6ho/№ 953 ПВХ-III от 26.05.2021г.pdf;;;
7679;О Конституционном законе Республики Тыва «О внесении изменений в статьи 6 и 9 Конституционного закона Республики Тыва «О мировых судьях в Республике Тыва»;7679;Y;26.05.2021 13:45:00;;;;text;;;text;;500;;26.05.2021;954 ПВХ -III;/upload/iblock/ae0/p1efb3o4nfhc3jnddi5439uc9vrs0twt/№ 954 ПВХ-III от 26.05.2021г.pdf;;;
7680;О проекте закона Республики Тыва «О внесении изменений в статью 4 Закона Республики Тыва «Об оценке регулирующего воздействия проектов нормативных правовых актов и экспертизе нормативных правовых актов в Республике Тыва»;7680;Y;26.05.2021 13:47:00;;;;text;;;text;;500;;26.05.2021;956 ПВХ -III;/upload/iblock/34d/7svmga4y79atnitqjh7zw4owyzy14ecm/№ 956 ПВХ-III от 26.05.2021г.pdf;;;
7681;О Законе Республики Тыва «О внесении изменений в статью 4 Закона Республики Тыва «Об оценке регулирующего воздействия проектов нормативных правовых актов и экспертизе нормативных правовых актов в Республике Тыва»;7681;Y;26.05.2021 13:49:00;;;;text;;;text;;500;;26.05.2021;957 ПВХ -III;/upload/iblock/825/2qx7sk4mvpq0cb3syal1gewimelq4ubl/№ 957 ПВХ-III от 26.05.2021г.pdf;;;
7682;О проекте закона Республики Тыва «О внесении изменений в отдельные законодательные акты Республики Тыва»;7682;Y;26.05.2021 14:51:00;;;;text;;;text;;500;;26.05.2021;958 ПВХ -III;/upload/iblock/754/1eaai75ott7xwpk5bpkrsgg1wl5ttx3k/№ 958 ПВХ-III от 26.05.2021г.pdf;;;
7683;О Законе Республики Тыва «О внесении изменений в отдельные законодательные акты Республики Тыва»;7683;Y;26.05.2021 14:53:00;;;;text;;;text;;500;;26.05.2021;959 ПВХ -III;/upload/iblock/742/8kwa0qs335asituc965mrpifjj0kz2av/№ 959 ПВХ-III от 26.05.2021г.pdf;;;
7684;О проекте закона Республики Тыва «Об утверждении дополнительного соглашения к соглашениям о предоставлении бюджету Республики Тыва из федерального бюджета бюджетных кредитов»;7684;Y;26.05.2021 14:54:00;;;;text;;;text;;500;;26.05.2021;960 ПВХ -III;/upload/iblock/5e0/hz8tyjv9zjerb9oi57v74yv2kafn2xjj/№ 960 ПВХ-III от 26.05.2021г.pdf;;;
7685;О Законе Республики Тыва «Об утверждении дополнительного соглашения к соглашениям о предоставлении бюджету Республики Тыва из федерального бюджета бюджетных кредитов»;7685;Y;26.05.2021 14:55:00;;;;text;;;text;;500;;26.05.2021;961 ПВХ -III;/upload/iblock/93e/v9cztfgx418bl6asxqk61nxqo2j8vut5/№ 961 ПВХ-III от 26.05.2021г.pdf;;;
7686;О проекте закона Республики Тыва «О внесении изменений в Закон Республики Тыва «О выборах Главы - Председателя Правительства Республики Тыва»;7686;Y;26.05.2021 14:56:00;;;;text;;;text;;500;;26.05.2021;962 ПВХ -III;/upload/iblock/02a/575ep6lht6cy5n4p9gvz7q4bxuf2g3f7/№ 962 ПВХ-III от 26.05.2021г.pdf;;;
7687;О Законе Республики Тыва «О внесении изменений в Закон Республики Тыва «О выборах Главы - Председателя Правительства Республики Тыва»;7687;Y;26.05.2021 14:57:00;;;;text;;;text;;500;;26.05.2021;963 ПВХ -III;/upload/iblock/f3c/2lo5g9i62nqt7z857qn8ze4t07bzs9kd/№ 963 ПВХ-III от 26.05.2021г.pdf;;;
7688;О проекте закона Республики Тыва «О внесении изменений в Закон Республики Тыва «Об образовании и деятельности органов записи актов гражданского состояния в Республике Тыва»;7688;Y;26.05.2021 14:58:00;;;;text;;;text;;500;;26.05.2021;964 ПВХ -III;/upload/iblock/a6a/l8xvmz7u0bwd9jh3bevzdu9x0s6grhea/№ 964 ПВХ-III от 26.05.2021г.pdf;;;
7689;О Законе Республики Тыва «О внесении изменений в Закон Республики Тыва «Об образовании и деятельности органов записи актов гражданского состояния в Республике Тыва»;7689;Y;26.05.2021 14:59:00;;;;text;;;text;;500;;26.05.2021;965 ПВХ -III;/upload/iblock/887/lpdf0k868ld5yx6sg3ksia972y6mjmzx/№ 965 ПВХ-III от 26.05.2021г.pdf;;;
7690;О проекте закона Республики Тыва «О внесении изменений в статьи 6 и 8 Закона Республики Тыва «Об охране здоровья граждан в Республике Тыва»;7690;Y;26.05.2021 14:59:00;;;;text;;;text;;500;;26.05.2021;966 ПВХ -III;/upload/iblock/db5/vgo473pplhzh0ir4282jx11qy2etyn1o/№ 966 ПВХ-III от 26.05.2021г.pdf;;;
7691;О Законе Республики Тыва «О внесении изменений в статьи 6 и 8 Закона Республики Тыва «Об охране здоровья граждан в Республике Тыва»;7691;Y;26.05.2021 15:00:00;;;;text;;;text;;500;;26.05.2021;967 ПВХ -III;/upload/iblock/2d9/vhjpyp3jwu9qn2qpc8s06ay2qwhs6fka/№ 967 ПВХ-III от 26.05.2021г.pdf;;;
7692;О проекте закона Республики Тыва «О внесении изменений в статьи 2 и 7 Закона Республики Тыва «Об Уполномоченном по правам ребенка в Республике Тыва»;7692;Y;26.05.2021 15:01:00;;;;text;;;text;;500;;26.05.2021;968 ПВХ -III;/upload/iblock/c5c/e44g18hcgyxcjit1u7n558yf60c6a9b7/№ 968 ПВХ-III от 26.05.2021г.pdf;;;
7693;О Законе Республики Тыва «О внесении изменений в статьи 2 и 7 Закона Республики Тыва «Об Уполномоченном по правам ребенка в Республике Тыва»;7693;Y;26.05.2021 15:02:00;;;;text;;;text;;500;;26.05.2021;969 ПВХ -III;/upload/iblock/e3d/pxd7w226ae23zkdgdu5vgm29o52crz90/№ 969 ПВХ-III от 26.05.2021г.pdf;;;
7694;О проекте закона Республики Тыва «О внесении изменений в Закон Республики Тыва «О физической культуре и спорте в Республике Тыва»;7694;Y;26.05.2021 15:03:00;;;;text;;;text;;500;;26.05.2021;970 ПВХ -III;/upload/iblock/34a/on6k8zgcaf1kjbw4l0js6qi4uocdi9lo/№ 970 ПВХ-III от 26.05.2021г.pdf;;;
7695;О Законе Республики Тыва «О внесении изменений в Закон Республики Тыва «О физической культуре и спорте в Республике Тыва»;7695;Y;26.05.2021 15:10:00;;;;text;;;text;;500;;26.05.2021;971 ПВХ -III;/upload/iblock/fb2/3bnbnrc0bmg2zxgb2a2fhu2pne0ibrr7/№ 971 ПВХ-III от 26.05.2021г.pdf;;;
7696;О Законе Республики Тыва «О молодежной политике в Республике Тыва»;7696;Y;26.05.2021 15:12:00;;;;text;;;text;;500;;26.05.2021;972 ПВХ -III;/upload/iblock/3a0/3fmm59vf9mmmct5m78qqdyg9854k1nka/№ 972 ПВХ-III от 26.05.2021г.pdf;;;
7697;О проекте закона Республики Тыва «О внесении изменений в Закон Республики Тыва «Об отходах производства и потребления в Республике Тыва» («О внесении изменений в статьи 4 и 133 Закона Республики Тыва «Об отходах производства и потребления в Республике Тыв;7697;Y;26.05.2021 15:13:00;;;;text;;;text;;500;;26.05.2021;973 ПВХ -III;/upload/iblock/808/shggvucmz7d7tvszbw5lgbqc7j4xfhxm/№ 973 ПВХ-III от 26.05.2021г.pdf;;;
7698;О Законе Республики Тыва «О внесении изменений в Закон Республики Тыва «Об отходах производства и потребления в Республике Тыва»;7698;Y;26.05.2021 15:14:00;;;;text;;;text;;500;;26.05.2021;974 ПВХ -III;/upload/iblock/bc9/jte13b9r2sit4yuds4zi567bh51b08dq/№ 974 ПВХ-III от 26.05.2021г.pdf;;;
7699;О Законе Республики Тыва «О внесении изменений в Закон Республики Тыва «Об особо охраняемых природных территориях Республики Тыва»;7699;Y;26.05.2021 15:17:00;;;;text;;;text;;500;;26.05.2021;975 ПВХ -III;/upload/iblock/fa9/96zdc9th8po89t9cwgm26z3xzjeg2exm/№ 975 ПВХ-III от 26.05.2021г.pdf;;;
7700;О Законе Республики Тыва «О внесении изменения в статью 11 Закона Республики Тыва «О развитии малого и среднего предпринимательства в Республике Тыва»;7700;Y;26.05.2021 15:18:00;;;;text;;;text;;500;;26.05.2021;976 ПВХ -III;/upload/iblock/eab/bnet3inw2757jq4ynxf0mktwr7hpg9d1/№ 976 ПВХ-III от 26.05.2021г.pdf;;;
7701;О проекте закона Республики Тыва «О внесении изменений в Закон Республики Тыва «О туристской деятельности в Республике Тыва»;7701;Y;26.05.2021 15:20:00;;;;text;;;text;;500;;26.05.2021;977 ПВХ -III;/upload/iblock/b0e/hgrd31btn57xk4or3y1szawibek9f0ay/№ 977 ПВХ-III от 26.05.2021г.pdf;;;
7702;Об отклонении проекта конституционного закона Республики Тыва «О внесении изменений в Конституционный закон Республики Тыва «О земле»;7702;Y;26.05.2021 15:21:00;;;;text;;;text;;500;;26.05.2021;978 ПВХ -III;/upload/iblock/19f/szkdtu4iyay33k8za3i9tgtxf4gi6f5e/№ 978 ПВХ-III от 26.05.2021г.pdf;;;
7703;Об утверждении рекомендаций «круглого стола» на тему: «Профилактика правонарушений. Проблемы. Пути их решения»;7703;Y;26.05.2021 15:21:00;;;;text;;;text;;500;;26.05.2021;979 ПВХ -III;/upload/iblock/b8f/h2k11vfj884aaqzx5j50kvrkdx5d32q4/№ 979 ПВХ-III от 26.05.2021г.pdf;;;
7704;О проекте федерального закона № 1127051-7 «О внесении изменения в статью 52 Федерального закона «Об образовании в Российской Федерации»;7704;Y;26.05.2021 15:26:00;;;;text;;;text;;500;;26.05.2021;980 ПВХ -III;/upload/iblock/835/9thw0gqgjlrhkeeeu5ubu0e4vc7jdhmn/№ 980 ПВХ-III от 26.05.2021г.pdf;;;
7705;О проекте федерального закона № 1140665-7 «О внесении изменения в статью 15 Федерального закона «О социальной защите инвалидов в Российской Федерации»;7705;Y;26.05.2021 15:27:00;;;;text;;;text;;500;;26.05.2021;981 ПВХ -III;/upload/iblock/16a/z71sdi9ptimw7hq2tzy4gc39to3au4cy/№ 981 ПВХ-III от 26.05.2021г.pdf;;;
7706;О проекте федерального закона № 1135199-7 «О внесении изменений в отдельные законодательные акты Российской Федерации»;7706;Y;26.05.2021 15:29:00;;;;text;;;text;;500;;26.05.2021;982 ПВХ -III;/upload/iblock/f62/6010knpm2hkg8zsl7juzv1r0ey5mg0se/№ 982 ПВХ-III от 26.05.2021г.pdf;;;
7707;О проекте федерального закона № 1145391-7 «О внесении изменений в отдельные законодательные акты в части совершенствования системы оказания медицинской помощи детям с онкологическими и гематологическими заболеваниями»;7707;Y;26.05.2021 15:30:00;;;;text;;;text;;500;;26.05.2021;983 ПВХ -III;/upload/iblock/0b9/uax0kvxya0f9fxu8x9o1qrevyxzk1h6u/№ 983 ПВХ-III от 26.05.2021г.pdf;;;
7708;О проекте федерального закона № 1143311-7 «О внесении изменений в статьи ЗОЛ2 и 31.6 Кодекса Российской Федерации об административных правонарушениях»;7708;Y;26.05.2021 15:32:00;;;;text;;;text;;500;;26.05.2021;984 ПВХ -III;/upload/iblock/4d7/5bywk8orn5j1st3iczne2h4orosw25s8/№ 984 ПВХ-III от 26.05.2021г.pdf;;;
7709;О проекте федерального закона № 1153952-7 «О внесении изменений в Федеральный закон «О защите населения и территорий от чрезвычайных ситуаций природного и техногенного характера»;7709;Y;26.05.2021 15:32:00;;;;text;;;text;;500;;26.05.2021;985 ПВХ -III;/upload/iblock/ad0/wfjtvpktwto9p8yw4od5gkgzs4kffh3d/№ 985 ПВХ-III от 26.05.2021г.pdf;;;
7710;О проекте федерального закона № 1154844-7 «О внесении изменений в отдельные законодательные акты Российской Федерации по вопросу совершенствования мер поддержки граждан, участвующих на добровольных началах в защите Государственной границы Российской Федер;7710;Y;26.05.2021 15:33:00;;;;text;;;text;;500;;26.05.2021;986 ПВХ -III;/upload/iblock/308/9orr840suos72ujprhhzz89qe5io56el/№ 986 ПВХ-III от 26.05.2021г.pdf;;;
7711;О проекте федерального закона № 1153910-7 «О внесении изменений в статью 7 Земельного кодекса Российской Федерации и статью 8 Федерального закона «О государственной регистрации недвижимости»;7711;Y;26.05.2021 15:34:00;;;;text;;;text;;500;;26.05.2021;987 ПВХ -III;/upload/iblock/f5d/ao73359oajw3aebgoqqkm0gwpk4ipwh0/№ 987 ПВХ-III от 26.05.2021г.pdf;;;
7712;О проекте федерального закона № 1140012-7 «О внесении изменений в Земельный кодекс Российской Федерации»;7712;Y;26.05.2021 15:35:00;;;;text;;;text;;500;;26.05.2021;988 ПВХ -III;/upload/iblock/361/9otkzy7tze5cpgufjivolbomtmmxkrr3/№ 988 ПВХ-III от 26.05.2021г.pdf;;;
7713;О проекте федерального закона № 1147029-7 «О внесении изменений в Федеральный закон «О племенном животноводстве»;7713;Y;26.05.2021 15:36:00;;;;text;;;text;;500;;26.05.2021;989 ПВХ -III;/upload/iblock/720/rwrcyohto2vm020hvowp7e5thbnpjffk/№ 989 ПВХ-III от 26.05.2021г.pdf;;;
7714;О проекте федерального закона № 1137487-7 «О внесении изменения в статью 16 Федерального закона «Об ответственном обращении с животными и о внесении изменений в отдельные законодательные акты Российской Федерации»;7714;Y;26.05.2021 15:36:00;;;;text;;;text;;500;;26.05.2021;990 ПВХ -III;/upload/iblock/7e3/0f06qr5v9gc1fzw4ifs311v94czmxmkf/№ 990 ПВХ-III от 26.05.2021г.pdf;;;
7715;О проекте федерального закона № 1138413-7 «О внесении изменений в Федеральный закон «Об ответственном обращении с животными и о внесении изменений в отдельные законодательные акты Российской Федерации»;7715;Y;26.05.2021 15:37:00;;;;text;;;text;;500;;26.05.2021;991 ПВХ -III;/upload/iblock/66a/qlu6cv4mglsronvwgkg122vnoy4ol8v5/№ 991 ПВХ-III от 26.05.2021г.pdf;;;
7716;О проекте федерального закона № 1137848-7 «О внесении изменений в Федеральный закон «Об ответственном обращении с животными и о внесении изменений в отдельные законодательные акты Российской Федерации» для ограничения возможностей проведения на животных в;7716;Y;26.05.2021 15:38:00;;;;text;;;text;;500;;26.05.2021;992 ПВХ -III;/upload/iblock/118/dqnirqokc3j5mtmb0hlrqujlafi2fetl/№ 992 ПВХ-III от 26.05.2021г.pdf;;;
7717;О проекте федерального закона № 1146599-7 «О внесении изменений в отдельные законодательные акты Российской Федерации»;7717;Y;26.05.2021 15:38:00;;;;text;;;text;;500;;26.05.2021;993 ПВХ -III;/upload/iblock/746/p80ezvrgt67vjou9k1cj6b44pt8ziv5x/№ 993 ПВХ-III от 26.05.2021г.pdf;;;
7718;О проекте федерального закона № 1161234-7 «О внесении изменений в Градостроительный кодекс Российской Федерации и отдельные законодательные акты Российской Федерации»;7718;Y;26.05.2021 15:39:00;;;;text;;;text;;500;;26.05.2021;994 ПВХ -III;/upload/iblock/0dd/wyxvcqauhizrgojnq2akaqwtacsfwece/№ 994 ПВХ-III от 26.05.2021г.pdf;;;
7719;О проекте федерального закона № 1053866-7 «О внесении изменений в Федеральный закон «О государственной информационной системе жилищно-коммунального хозяйства»;7719;Y;26.05.2021 15:40:00;;;;text;;;text;;500;;26.05.2021;995 ПВХ -III;/upload/iblock/d65/h8b0jlzbdevljg6p88f6ncj7c1hacb5k/№ 995 ПВХ-III от 26.05.2021г.pdf;;;
7720;О проекте федерального закона № 1171868-7 «О внесении изменений в часть первую Налогового кодекса Российской Федерации»;7720;Y;26.05.2021 15:41:00;;;;text;;;text;;500;;26.05.2021;996 ПВХ -III;/upload/iblock/8ce/ehkjz6umx8mh9r3yoz10c5umtdc6ah6f/№ 996 ПВХ-III от 26.05.2021г.pdf;;;
7721;Об информации о деятельности Управления Министерства юстиции Российской Федерации по Республике Тыва за 2020 год;7721;Y;26.05.2021 15:41:00;;;;text;;;text;;500;;26.05.2021;997 ПВХ -III;/upload/iblock/7b5/7q4o2ylvy6ruqn5lq2eaz5wogv3o8hpy/№ 997 ПВХ-III от 26.05.2021г.pdf;;;
7927;Об освобождении от обязанностей члена Избирательной комиссии Республики Тыва с правом решающего голоса Денисова Дениса Павловича;7927;Y;11.06.2021 12:58:00;;;;text;;;text;;500;;11.06.2021;998 ПВХ-III;/upload/iblock/273/dhyppo5og4r43dz2j6glyu5vc91dp383/№ 998 от 11.06.2021.pdf;;;
7928;Об освобождении от обязанностей члена Избирательной комиссии Республики Тыва с правом решающего голоса Доржу Натальи Маадыр-ооловны;7928;Y;11.06.2021 13:00:00;;;;text;;;text;;500;;11.06.2021;999 ПВХ-III;/upload/iblock/a4d/kr70a5apz5ufakqd8rb8og27jrtp4zv5/№ 999 от 11.06.2021.pdf;;;
7929;О назначении досрочных выборов Главы – Председателя Правительства Республики Тыва ;7929;Y;18.06.2021 13:01:00;;;;text;;;text;;500;;18.06.2021;1000 ПВХ-III;/upload/iblock/37c/negr2l1vanuubexa458wnhbszu0mqah4/1000.pdf;;;
7930;О назначении на должность мирового судьи судебного участка № 2 города Кызыла Республики Тыва Оюна Максима Маадыровича;7930;Y;18.06.2021 13:02:00;;;;text;;;text;;500;;18.06.2021;1001 ПВХ-III;/upload/iblock/bbf/pd3qfro24fbd9vrgzyyv1uyr2041l8ph/1001.pdf;;;
7931;О назначении на должность мирового судьи судебного участка                         города Ак-Довурака Республики Тыва Кыргыс Аржаны Анатольевны;7931;Y;18.06.2021 13:03:00;;;;text;;;text;;500;;18.06.2021;1002 ПВХ-III;/upload/iblock/649/rwcqv5itw6486vmvma0t9qklg8u20s72/1002.pdf;;;
7932;О назначении на должность мирового судьи  судебного участка № 2 Улуг-Хемского кожууна Республики Тыва  Чудаан-оола Амира Май-ооловича;7932;Y;18.06.2021 13:02:00;;;;text;;;text;;500;;18.06.2021;1003 ПВХ-III;/upload/iblock/af7/a8wrpo3sq25d0dsxf3lg3ja9dsefuqx2/1003.pdf;;;
7933;О назначении на должность мирового судьи  судебного участка № 2 Кызылского кожууна Республики Тыва  Дажы-Сегбе Сылдыса Яковльевича  ;7933;Y;18.06.2021 13:05:00;;;;text;;;text;;500;;18.06.2021;1004 ПВХ-III;/upload/iblock/10e/rfup3cb6fukoxvc4qr7dxfrq80f311sf/1004.pdf;;;
7936;О назначении членом Избирательной комиссии Республики Тыва  с правом решающего голоса Ооржак Шончалай Хемер-ооловны;7936;Y;18.06.2021 13:01:00;;;;text;;;text;;500;;18.06.2021;1005 ПВХ-III;/upload/iblock/cc8/rp3lep924rot596xqqpvnzd4f7wnwaci/1005.pdf;;;
7937;О назначении членом Избирательной комиссии Республики Тыва  с правом решающего голоса Хен-оол Аграфены Борисовны;7937;Y;18.06.2021 13:01:00;;;;text;;;text;;500;;18.06.2021;1006 ПВХ-III;/upload/iblock/f67/q3bxvo41ixs01uire2t1ttgxyvrpvytr/1006.pdf;;;
7938;О проекте конституционного закона Республики Тыва  «О внесении изменений в статью 142 Конституционного закона  Республики Тыва «О земле»;7938;Y;18.06.2021 13:02:00;;;;text;;;text;;500;;18.06.2021;1007 ПВХ-III;/upload/iblock/b56/nnv56egsfapqhkkjrp0vubmcmy3odkq7/1007.doc;;;
7939;О Конституционном законе Республики Тыва «О внесении  изменений в статью 142 Конституционного закона  Республики Тыва «О земле» ;7939;Y;18.06.2021 13:01:00;;;;text;;;text;;500;;18.06.2021;1008 ПВХ-III;/upload/iblock/ebc/de6zsp4yagr305kkdintcxwj98e1772d/1008.pdf;;;
7940;О проекте закона Республики Тыва «Об исполнении республиканского бюджета Республики Тыва за 2020 год»;7940;Y;18.06.2021 13:01:00;;;;text;;;text;;500;;18.06.2021;1009 ПВХ-III;/upload/iblock/0f2/kz6rng2jkgvw9n7cxdsa7jytuibidy4u/1009.pdf;;;
7941;О Законе Республики Тыва «Об исполнении республиканского бюджета Республики Тыва за 2020 год»;7941;Y;18.06.2021 13:01:00;;;;text;;;text;;500;;18.06.2021;1010 ПВХ-III;/upload/iblock/9d4/35ik1n0po1l08fbhccrx9gj25wkdz44f/1010.pdf;;;
7942;О проекте закона Республики Тыва «О внесении изменений в статью 20 Закона Республики Тыва «О бюджетном процессе в Республике Тыва»  ;7942;Y;18.06.2021 13:01:00;;;;text;;;text;;500;;18.06.2021;1011 ПВХ-III;/upload/iblock/b88/t74wpbilhl8fjm9x2qctd4r01tkjgi2u/1011.pdf;;;
7943;О Законе Республики Тыва «О внесении изменений в статью 20 Закона Республики Тыва «О бюджетном процессе в Республике Тыва»  ;7943;Y;18.06.2021 13:01:00;;;;text;;;text;;500;;18.06.2021;1012 ПВХ-III;/upload/iblock/151/g58f2j0cubc3o8ypy1e84nzxk22jigyt/1012.pdf;;;
7944;О проекте закона Республики Тыва «О внесении изменений в Закон Республики Тыва «О бюджете Территориального фонда обязательного медицинского страхования Республики Тыва на 2021 год и на плановый  период 2022 и 2023 годов»;7944;Y;18.06.2021 13:01:00;;;;text;;;text;;500;;18.06.2021;1013 ПВХ-III;/upload/iblock/d1e/z1dgk5eurdup0g67tave6h3mnoy2vdld/1013.pdf;;;
7945;О Законе Республики Тыва «О внесении изменений в Закон Республики Тыва «О бюджете Территориального фонда обязательного медицинского страхования Республики Тыва на 2021 год и на плановый период 2022 и 2023 годов»;7945;Y;18.06.2021 13:01:00;;;;text;;;text;;500;;18.06.2021;1014 ПВХ-III;/upload/iblock/b29/gnaijdi25p8re3qemif697arj0krwtqu/1014.pdf;;;
7946;О проекте закона Республики Тыва «Об исполнении бюджета Территориального фонда обязательного медицинского страхования Республики Тыва за 2020 год»;7946;Y;18.06.2021 13:01:00;;;;text;;;text;;500;;18.06.2021;1015 ПВХ-III;/upload/iblock/76d/iylaprhozm3x2s2ihmdpxcm74viwiab7/1015.pdf;;;
7947;О Законе Республики Тыва «Об исполнении бюджета Территориального фонда обязательного медицинского страхования Республики Тыва за 2020 год»;7947;Y;18.06.2021 13:01:00;;;;text;;;text;;500;;18.06.2021;1016 ПВХ-III;/upload/iblock/03a/9cgbsxsoyxzj7k7cma8x0og2vpp33ypf/1016.pdf;;;
7948;О проекте закона Республики Тыва «О внесении изменения в статью 27 Закона Республики Тыва «О санитарно-эпидемиологическом благополучии населения Республики Тыва»;7948;Y;18.06.2021 13:01:00;;;;text;;;text;;500;;18.06.2021;1017 ПВХ-III;/upload/iblock/d55/ta2mih7di0k0v2cerfn2q9d1h21t7ce8/1017.pdf;;;
7949;О Законе Республики Тыва «О внесении изменения в статью 27 Закона Республики Тыва «О санитарно-эпидемиологическом благополучии населения Республики Тыва»;7949;Y;18.06.2021 13:01:00;;;;text;;;text;;500;;18.06.2021;1018 ПВХ-III;/upload/iblock/112/duts8w0w4t2xt6uqycfupm4dacb6mtct/1018.pdf;;;
7950;О проекте закона Республики Тыва «О внесении изменения в статью 1 Закона Республики Тыва «О пособии на ребенка в Республике Тыва»;7950;Y;18.06.2021 13:01:00;;;;text;;;text;;500;;18.06.2021;1019 ПВХ-III;/upload/iblock/e7f/kns7anquh1d89aqum657te0h6y28xg2y/1019.pdf;;;
7951;О Законе Республики Тыва «О внесении изменения в статью 1 Закона Республики Тыва «О пособии на ребенка в Республике Тыва»;7951;Y;18.06.2021 13:01:00;;;;text;;;text;;500;;18.06.2021;1020 ПВХ-III;/upload/iblock/860/o1gpbmvuwgggz4o0og8zlr2zmpddrbf1/1020.pdf;;;
7952;О проекте закона Республики Тыва «О внесении изменения в статью 2 Закона Республики Тыва «О развитии деятельности студенческих отрядов в Республике Тыва»;7952;Y;18.06.2021 13:01:00;;;;text;;;text;;500;;18.06.2021;1021 ПВХ-III;/upload/iblock/3d2/eszn7afngf9fvdiwh22dg2wcwayrag2e/1021.pdf;;;
7953;О Законе Республики Тыва «О внесении изменения в статью 2 Закона Республики Тыва «О развитии деятельности студенческих отрядов в Республике Тыва»;7953;Y;18.06.2021 13:01:00;;;;text;;;text;;500;;18.06.2021;1022 ПВХ-III;/upload/iblock/8e3/u1opd36zpbfvy7ycn70q8jpibz2qkrbj/1022.pdf;;;
7954;О проекте закона Республики Тыва «О внесении изменений в статью 16 Закона Республики Тыва «О безопасности дорожного движения на территории Республики Тыва»;7954;Y;18.06.2021 13:01:00;;;;text;;;text;;500;;18.06.2021;1023 ПВХ-III;/upload/iblock/347/w9magk8nlr90w8cwwxy02z4ba29dyhtk/1023.pdf;;;
7955;О Законе Республики Тыва «О внесении изменений в статью 16 Закона Республики Тыва «О безопасности дорожного движения на территории Республики Тыва»;7955;Y;18.06.2021 13:01:00;;;;text;;;text;;500;;18.06.2021;1024 ПВХ-III;/upload/iblock/a78/8cm5u7fmys8nmqrw0c7l1l2agk68ceii/1024.pdf;;;
